"ID ";"Rubrik ";"Titel-DE ";"Title-EN ";"Text-DE ";"Text-EN ";"Bild ";"Zeichnung ";"Kategorie-DE ";"Kategorie-EN "
"3548 ";" 8.251 ";"Metrisch - Zylindrisch - Standard ";"Metric - Parallel - Standard ";"<div>Einschraubgewinde G: Metrisches Feingewinde - Zylindrisch Einschraubzapfen mit Weichdichtung - FPM Strömung vom Einschraubzapfen</div> ";"<div>Thread G: Metric - Parallel &nbsp;Screwed Plug with Captive Seal - FPM Flow from Screwed Plug</div> ";"RV-LM-wd_RV-SM-wd.png ";"RV-LM-wd_RV-SM-wd.png ";"RV - Einschraub - Rückschlagventile ";"RV - male - Non - Return - Valves "
"3549 ";" 8.252 ";"Metrisch - Zylindrisch - SC ";"Metric - Parallel - SC ";"<div>Einschraubgewinde G: Metrisches Feingewinde - Zylindrisch Einschraubzapfen mit Weichdichtung - FPM Strömung vom Einschraubzapfen</div> ";"<div>Thread G: Metric - Parallel &nbsp;Screwed Plug with Captive Seal - FPM Flow from Screwed Plug</div> ";"RV-LM-wd-SC_RV-SM-wd-SC.png ";"RV-LM-wd-SC_RV-SM-wd-SC.png ";"RV - Einschraub - Rückschlagventile ";"RV - male - Non - Return - Valves "
"3550 ";" 8.253 ";"Metrisch - Zylindrisch - OMD ";"Metric - Parallel - OMD ";"<div>Einschraubgewinde G: Metrisches Feingewinde - Zylindrisch Einerseits für DIN EN ISO 8434-1 Schneidring Einschraubzapfen mit Weichdichtung - FPM Strömung vom Einschraubzapfen</div> ";"<div>Thread G: Metric - Parallel &nbsp;On the one hand for DIN EN ISO 8434-1 Cutting Ring Screwed Plug with Captive Seal - FPM Flow from Screwed Plug</div> ";"RV-LM-wd-OMD_RV-SM-wd-OMD.png ";"rv-OMD.png ";"RV - Einschraub - Rückschlagventile ";"RV - male - Non - Return - Valves "
"3545 ";" 8.254 ";"Whitworth - Zylindrisch - Standard ";"BSP - Parallel - Standard ";"<div>Einschraubgewinde G: Whitworth-Rohrgewinde - Zylindrisch Einschraubzapfen mit Weichdichtung - FPM Strömung zum Einschraubzapfen</div> ";"<div>Thread G: BSP - Parallel &nbsp;Screwed Plug with Captive Seal - FPM Flow towards Screwed Plug</div> ";"RZ-L-G-wd_RZ-S-G-wd.png ";"RZ-L-G-wd_RZ-S-G-wd.png ";"RZ - Einschraub - Rückschlagventile ";"RZ - male - Non - Return - Valves "
"3546 ";" 8.255 ";"Whitworth - Zylindrisch - SC ";"BSP - Parallel - SC ";"<div>Einschraubgewinde G: Whitworth-Rohrgewinde - Zylindrisch Einschraubzapfen mit Weichdichtung - FPM Strömung zum Einschraubzapfen</div> ";"<div>Thread G: BSP - Parallel &nbsp;Screwed Plug with Captive Seal - FPM Flow towards Screwed Plug</div> ";"RZ-L-G-wd-SC_RZ-S-G-wd-SC.png ";"RZ-L-G-wd-SC_RZ-S-G-wd-SC.png ";"RZ - Einschraub - Rückschlagventile ";"RZ - male - Non - Return - Valves "
"3547 ";" 8.256 ";"Whitworth - Zylindrisch - OMD ";"BSP - Parallel - OMD ";"<div>Einschraubgewinde G: Whitworth-Rohrgewinde - Zylindrisch Einerseits für DIN EN ISO 8434-1 Schneidring Einschraubzapfen mit Weichdichtung - FPM Strömung zum Einschraubzapfen</div> ";"<div>Thread G: BSP - Parallel &nbsp;On the one hand for DIN EN ISO 8434-1 Cutting Ring Screwed Plug with Captive Seal - FPM Flow towards Screwed Plug</div> ";"RZ-L-G-wd-OMD_RZ-S-G-wd-OMD.png ";"rz-OMD.png ";"RZ - Einschraub - Rückschlagventile ";"RZ - male - Non - Return - Valves "
"3541 ";" 8.257 ";"Metrisch - Zylindrisch - Standard ";"Metric - Parallel - Standard ";"<div>Einschraubgewinde G: Metrisches Feingewinde - Zylindrisch Einschraubzapfen mit Weichdichtung - FPM Strömung zum Einschraubzapfen</div> ";"<div>Thread G: Metric - Parallel &nbsp;Screwed Plug with Captive Seal - FPM Flow towards Screwed Plug</div> ";"RZ-LM-wd_RZ-SM-wd.png ";"RZ-LM-wd_RZ-SM-wd.png ";"RZ - Einschraub - Rückschlagventile ";"RZ - male - Non - Return - Valves "
"3542 ";" 8.258 ";"Metrisch - Zylindrisch - SC ";"Metric - Parallel - SC ";"<div>Einschraubgewinde G: Metrisches Feingewinde - Zylindrisch Einschraubzapfen mit Weichdichtung - FPM Strömung zum Einschraubzapfen</div> ";"<div>Thread G: Metric - Parallel &nbsp;Screwed Plug with Captive Seal - FPM Flow towards Screwed Plug</div> ";"RZ-LM-wd-SC_RZ-SM-wd-SC.png ";"RZ-LM-wd_RZ-SM-wd.png ";"RZ - Einschraub - Rückschlagventile ";"RZ - male - Non - Return - Valves "
"3543 ";" 8.259 ";"Metrisch - Zylindrisch - OMD ";"Metric - Parallel - OMD ";"<div>Einschraubgewinde G: Metrisches Feingewinde - Zylindrisch Einerseits für DIN EN ISO 8434-1 Schneidring Einschraubzapfen mit Weichdichtung - FPM Strömung zum Einschraubzapfen</div> ";"<div>Thread G: Metric - Parallel &nbsp;On the one hand for DIN EN ISO 8434-1 Cutting Ring Screwed Plug with Captive Seal - FPM Flow towards Screwed Plug</div> ";"RZ-LM-wd-OMD_RZ-SM-wd-OMD.png ";"rz-OMD.png ";"RZ - Einschraub - Rückschlagventile ";"RZ - male - Non - Return - Valves "
"3538 ";" 8.26 ";"WV - Winkel-Verschraubungsstutzen - OMD ";"WV - Equal Elbow Bodies - OMD ";"";"";"WV-OMD.png ";"wv-OMD.png ";"WV - Winkel - Verschraubungen ";"WV - Equal - Elbows "
"3924 ";" 8.260 ";"Konus-Reduzieranschlüsse - Standard ";"Tube End Reducers - Standard ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-L.png ";"KOR-L.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3561 ";" 8.261 ";"Konus-Reduzieranschlüsse - Standard  ";"Tube End Reducers - Standard ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-L.png ";"KOR-L.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3562 ";" 8.262 ";"Konus-Reduzieranschlüsse - SC ";"Tube End Reducers - SC ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-L-SC.png ";"KOR-L-SC.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3925 ";" 8.263 ";"Konus-Reduzieranschlüsse - OMD ";"Tube End Reducers - OMD ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-L-OMD.png ";"KOR-SL-OMD.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3563 ";" 8.264 ";"Konus-Reduzieranschlüsse - OMD ";"Tube End Reducers - OMD ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-L-OMD.png ";"KOR-SL-OMD.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3558 ";" 8.265 ";"Konus-Reduzieranschlüsse - Standard ";"Tube End Reducers - Standard ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-S.png ";"KOR-S.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3559 ";" 8.266 ";"Konus-Reduzieranschlüsse - SC ";"Tube End Reducers - SC ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-S-SC.png ";"KOR-S-SC.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3560 ";" 8.267 ";"Konus-Reduzieranschlüsse - OMD ";"Tube End Reducers - OMD ";"Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt 
im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter
über den Punkt des deutlich spürbaren Kraftanstieges. ";"Port D1 is pre-assembled. Final assembly in appropriate
body with approx. 1/2 turn beyond the point of clearly
perceptible resistance. ";"KOR-S-OMD.png ";"KOR-SL-OMD.png ";"Konus - Reduzieranschlüsse ";"Adjustable - Standpipe - Reducers "
"3564 ";" 8.268 ";"Rohrgewinde - Zylindrisch - Form A ";"BSP - Parallel - Form A ";"Form A

Beide Gewinde: Whitworth-Rohrgewinde - Zylindrisch -
DIN / ISO 228
Abdichtung durch Dichtkante Form B ";"Form A
 
Both Threads: BSP - Parallel - DIN / ISO 228
Sealing by Sealing Shoulder Form B ";"GRI_A.png ";"GRI_A.png ";"GRI - Gewinde - Reduzierungen - Rohrgewinde - Zylindrisch
Form A ";"GRI - Reducing - Bush - BSP - Parallel
Form A "
"3565 ";" 8.269 ";"Rohrgewinde - Zylindrisch - Form B ";"BSP - Parallel - Form B ";"Form B

Beide Gewinde: Whitworth-Rohrgewinde - Zylindrisch -
DIN / ISO 228
Abdichtung durch Dichtkante Form B ";"Form B
 
Both Threads: BSP - Parallel - DIN / ISO  228 
Sealing by Sealing Shoulder Form B ";"GRI_B.png ";"GRI_B.png ";"GRI - Gewinde - Reduzierungen - Rohrgewinde - Zylindrisch
Form B ";"GRI - Reducing - Bush - BSP - Parallel
Form B "
"3544 ";" 8.27 ";"TV - Verschraubungen - Standard ";"TV - Equal Tees - Standard ";"";"";"TV.png ";"TV.png ";"TV - T - Verschraubungen ";"TV - T - Equal - Tees "
"3567 ";" 8.270 ";"Rohrgewinde - Zylindrisch - Mit Weichdichtung - Form A ";"BSP - Parallel - With Soft Sealing - Form A ";"<div>Form A &nbsp;Beide Gewinde: Whitworth-Rohrgewinde - Zylindrisch - DIN / ISO 228 wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Form A &nbsp;&nbsp;Both Threads: BSP - Parallel - DIN / ISO &nbsp;228 &nbsp;wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"GRI-wd_A.png ";"GRI-wd_A.png ";"GRI - Gewinde - Reduzierungen - Rohrgewinde - Zylindrisch
Mit Weichdichtung - Form A ";"GRI - Reducing - Bush - BSP - Parallel - With soft sealing - Form A "
"3568 ";" 8.271 ";"Rohrgewinde - Zylindrisch - Mit Weichdichtung - Form B ";"BSP - Parallel - With Soft Sealing - Form B ";"<div>Form B &nbsp;Beide Gewinde: Whitworth-Rohrgewinde - Zylindrisch - DIN / ISO 228 wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Form B &nbsp;&nbsp;Both Threads: BSP - Parallel - DIN / ISO &nbsp;228 &nbsp;wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"GRI-wd_B.png ";"GRI-wd_B.png ";"GRI - Gewinde - Reduzierungen - Rohrgewinde - Zylindrisch
Mit Weichdichtung - Form B ";"GRI - Reducing - Bush - BSP - Parallel - With soft sealing - Form B "
"3569 ";" 8.272 ";"XROV - Verschlussstücke für Rohrenden ";"XROV - Blanking Plugs for Tube Ends  ";"Mit 24°-Innenkonus für Rohrenden
Bohrungsform W DIN 3861 ";"With 24°-Cone for Tube Ends 
Type of Port End W DIN 3861 ";"XROV.png ";"XROV.png ";"XROV - Verschlussstücke ";"XROV - Blanking - End "
"3570 ";" 8.273 ";"VKA - Verschlusskegel für Bohrungsform W DIN 3861  ";"VKA - Coupling Plugs for Port End W DIN 3861  ";"Mit O-Ring - NBR
Für Bohrungsform W DIN 3861 ";"With O-ring - NBR
For Port End W DIN 3861 ";"VKA.png ";"VKA.png ";"VKA - Verschlusskegel ";"VKA - Blanking - Plugs "
"3571 ";" 8.274 ";"VST - Verschlussschrauben mit Innensechskant  ";"VST - Socket Head Port Plugs with Internal Hex  ";"<div>Mit Innensechskant und Weichdichtung - FPM - wd</div> ";"<div>With Internal Hex and &nbsp;Soft Seal - FPM - wd</div> ";"VST.png ";"VST.png ";"VST - Verschlussschrauben ";"VST - Threaded - Port - Plugs "
"3572 ";" 8.275 ";"Verstärkungshülsen ";"Reinforcing Rings ";"Für dünnwandige Metallrohre
Andere Größen auf Anfrage! ";"For thin-walled Metal Tubes 
Other sizes on request! ";"VSHUE.png ";"VSHUE.png ";"VSHÜ - Verstärkungshülsen ";"VSHÜ - Tube - Reinforcing - Rings "
"3573 ";" 8.276 ";"Gegenmuttern für Schottverschraubungen ";"Locknuts for Bulkhead Couplings  ";"Für Schottverschraubungen ";"For Bulkhead Couplings ";"GM.png ";"GM.png ";"GM - Gegenmuttern ";"GM - Locknuts "
"3574 ";" 8.277 ";"Überwurfschrauben - DIN 3871 ";"Internal Coupling Nuts - DIN 3871 ";"Einschraubgewinde: Metrisches Feingewinde - Zylindrisch ";"Thread: Metric - Parallel ";"UEWS.png ";"UEWS.png ";"Überwurfschrauben ";"Internal - Coupling - Nuts "
"3575 ";" 8.278 ";"Kunststoffdichtringe für Schwenkverschraubungen WHV / THV  ";"PTFE - Seal Rings for Banjo Couplings WHV / THV  ";"Für Schwenkverschraubungen WHV / THV 
Für Einschraublöcher mit breiter Ausdrehung ";"For Banjo Couplings WHV / THV 
For wide Spot Faces of Ports ";"KDR.png ";"KDR.png ";"KDR - Kunststoffdichtringe ";"KDR - PTFE - Seal - Rings "
"3935 ";" 8.279 ";"Weichdichtringe für Einschraubgewinde & Einschraublöcher ";"Soft Seal Rings for Port Threads or Spot Faces of Ports ";"<div>Für Einschraubgewinde bzw. für Einschraublöcher mit breiter oder schmaler Ausdrehung V = FPM P = Perbunan</div> ";"<div>For Port Threads or for wide and small Spot Faces of Ports V = FPM P = Perbunan</div> ";"KDW.png ";"KDW-S.-8.279.png ";"KDW - Weichdichtringe ";"KDW - Soft - Seal - Rings "
"3555 ";" 8.28 ";"TV - Verschraubungen - SC ";"TV - Equal Tees - SC ";"";"";"TV.png ";"TV-SC.png ";"TV - T - Verschraubungen ";"TV - T - Equal - Tees "
"3576 ";" 8.280 ";"Weichdichtringe für Einschraubgewinde & Einschraublöcher ";"Soft Seal Rings for Port Threads or Spot Faces of Ports ";"<div>Für Einschraubgewinde bzw. für Einschraublöcher mit breiter oder schmaler Ausdrehung V = FPM P = Perbunan</div> ";"<div>For Port Threads or for wide and small Spot Faces of Ports V = FPM P = Perbunan</div> ";"KDW.png ";"KDW-S.-8.279.png ";"KDW - Weichdichtringe ";"KDW - Soft - Seal - Rings "
"3855 ";" 8.281 ";"Weichdichtringe für Schwenkverschraubungen WHV / THV ";"Soft Seal Rings ";"<div>Für Schwenkverschraubungen WHV / THV Für Einschraublöcher mit breiter oder schmaler Ausdrehung FPM-Dichtung</div> ";"<div>For Banjo Couplings WHV / THV For wide and small Spot Faces of Ports FPM - Seal</div> ";"WDS.png ";"WDS.png ";"WDS - Weichdichtringe ";"WDS - Soft - Seal - Rings "
"3580 ";" 8.282 ";"Weichdichtringe - WD (FPM) - DIN 3869 ";"Soft Seal Rings - WD (FPM) - DIN 3869 ";"<div>Nach DIN 3869 &nbsp;Aus FPM -20°C bis +200°C</div> ";"<div>To DIN 3869 &nbsp;FPM -20°C to +200°C</div> ";"WD.png ";"WD.png ";"WD - Weichdichtringe ";"WD - Soft - Seal - Rings "
"3578 ";" 8.283 ";"DKR - Dichtkantenringe für Außengewinde - WHV / THV  ";"DKR - Seal Edgerings for External Thread - WHV / THV  ";"Für Schwenkverschraubungen WHV / THV 
Mit Außengewinde ";"For Banjo Couplings WHV / THV 
With External Thread ";"DKR.png ";"DKR.png ";"DKR - Dichtkantenringe ";"DKR - Sealing - Rings "
"3579 ";" 8.284 ";"DKRi- Dichtkantenringe für Innengewinde ";"DKRIi - Seal Edgerings for Internal Thread ";"Für Innengewinde ";"For Internal Thread ";"DKRi.png ";"DKRi.png ";"DKRI - Dichtkantenringe ";"DKRI - Sealing - Rings "
"3581 ";" 8.285 ";"Flanschprofildichtungen für SAE J 518 / ISO 6162  ";"Profiled Flange Sealings for SAE J 518 / ISO 6162  ";"Aus Polyurethane  
- 40°C bis + 100°C
Für Flansch SAE J 518 / ISO 6162 ";"Made from Polyurethane
-40°C to +100°C
For Flange SAE J 518 / ISO 6162 ";"PU.png ";"PU.png ";"Flanschprofildichtungen ";"Profiled - Flange - Sealings "
"3582 ";" 8.286 ";"Zweikanten-Schneidringe  ";"Double-Bite Cutting Rings  ";"Gehärtet (carbonitriert) 
Die Typen LL sind Einkanten-Schneidringe.
Auf Anfrage: Schneidringe mit zusätzlicher 
Weichdichtung
 
Vom normalen Rabatt ausgeschlossen! ";"Hardened (carbonized) 
The Types LL are One-Bite Cutting Rings.
On Request: Cutting Rings with Soft Seal
 
Excluding the ordinary discount! ";"SR.png ";"SR.png ";"Zweikanten - Schneidringe ";"Double - Bite - Cutting - Rings "
"3911 ";" 8.287 ";"Zweikanten-Schneidringe - SPH-Ausführung ";"Double-Bite Cutting Rings - SPH finish ";"Gehärtet (in SPH-Ausführung)
 
Spezialhärteverfahren zum Erhalt der für Edelstahl typischen Optik, Korrosions- und Medienbeständigkeit, gleichzeitig wird der Widerstand gegen Kaltverschweißung erhöht.
 
Die Typen LL sind Einkanten-Schneidringe.
 
Vom norm ";"Hardened (in SPH finish)
 
Special hardness treatment to retain the typical Stainless Steel appearance, corrosion- and chemical resistance, increasing of colt-shut resistance at the same time.
 
The types LL are One-Bite Cutting Rings.
 
Excluding the ord ";"SR-SPH.png ";"SR.png ";"Zweikanten - Schneidringe ";"Double - Bite - Cutting - Rings "
"3583 ";" 8.288 ";"ES4-Zweikanten-Schneidringe mit Weichdichtung - FPM ";"ES4-Double-Bite Cutting Rings with Soft-Seal - FPM ";"Gehärtet (in SPH Ausführung)
Spezialhärteverfahren zum Erhalt der für Edelstahl 
typischen Optik, Korrosions- und Medien-
beständigkeit, gleichzeitig wird der Widerstand gegen 
Kaltverschweißung erhöht. 
Vom normalen Rabatt ausgeschlossen! ";"Hardened (in SPH finish)
Special hardness treatment to retain the typical 
Stainless Steel appearance, corrosion- and 
resistance, increasing of colt-shut resistance 
at the same time. 
Excluding the ordinary discount! ";"ES4.png ";"ES4.png ";"ES4 - Zweikanten - Schneidringe mit Weichdichtung ";"ES4 - Double - Bite - Cutting - Rings with Soft-Seal "
"3584 ";" 8.289 ";"Überwurfmuttern für Schneidringanschluss ";"Nuts for Cutting Ring Connections ";"DIN 3870 + DIN EN ISO 8434-1
Für Schneidringanschluss ";"DIN 3870 + DIN EN ISO 8434-1 
For Cutting Ring Connection ";"UEWM.png ";"UEWM.png ";"Überwurfmuttern ";"Nuts "
"3566 ";" 8.29 ";"TV - Verschraubungsstutzen - OMD ";"TV - Equal Tee Bodies - OMD ";"";"";"TV-OMD.png ";"tv-omd.png ";"TV - T - Verschraubungen ";"TV - T - Equal - Tees "
"3585 ";" 8.290 ";"Überwurfmuttern für Schneidringanschluss - SC ";"Nuts for Cutting Ring Connections - SC ";"DIN 3870 + DIN EN ISO 8434-1
Für Schneidringanschluss
 
Spezielle Gleitbeschichtung zur Reduzierung der 
Anzugsdrehmomente um bis zu 40 %, gleichzeitig 
wird das edelstahltypische Kaltverschweißen 
verhindert. Überwurfmuttern bis Größe 12-L sind 
gleitbes ";"DIN 3870 + DIN EN ISO 8434-1 
For Cutting Ring Connection
 
Special plating to reduce friction and assembly torque 
up to 40 %, avoid of Stainless Steel typical cold-shut 
effect at the same time. Tube nuts until size 12-L 
are chemical plated, from size  ";"UEWM-SC.png ";"UEWM-SC.png ";"Überwurfmuttern ";"Nuts "
"3588 ";" 8.30 ";"TRV - Verschraubungen - Standard ";"TRV - Couplings - Standard ";"T-Reduzier-Verschraubungen
L-Reihe
Andere Sprunggrößen auf Anfrage! ";"Reducing Tee Couplings
L-Series
Other jump sizes on request! ";"TRV-L.png ";"TRV-L.png ";"TRV - T - Reduzier - Verschraubungen - L-Reihe ";"TRV - T - Reducing - Branch - Tee - L-Series "
"3589 ";" 8.32 ";"TRV - Verschraubungen - SC ";"TRV - Couplings - SC ";"T-Reduzier-Verschraubungen
L-Reihe
Andere Sprunggrößen auf Anfrage! ";"Reducing Tee Couplings
L-Series
Other jump sizes on request! ";"TRV-L.png ";"TRV-L-SC.png ";"TRV - T - Reduzier - Verschraubungen - L-Reihe ";"TRV - T - Reducing - Branch - Tee - L-Series "
"3590 ";" 8.34 ";"TRV - Verschraubungsstutzen - OMD ";"TRV - Coupling Bodies - OMD ";"T-Reduzier-Verschraubungsstutzen
L-Reihe
Andere Sprunggrößen auf Anfrage! ";"Reducing Tee Coupling Bodies
L-Series
Other jump sizes on request! ";"TRV-L-OMD.png ";"trv-omd.png ";"TRV - T - Reduzier - Verschraubungen - L-Reihe ";"TRV - T - Reducing - Branch - Tee - L-Series "
"3577 ";" 8.36 ";"TRV - Verschraubungen - Standard ";"TRV - Couplings - Standard ";"T-Reduzier-Verschraubungen
S-Reihe
Andere Sprunggrößen auf Anfrage! ";"Reducing Tee Couplings
S-Series
Other jump sizes on request! ";"TRV-S.png ";"TRV-S.png ";"TRV - T - Reduzier - Verschraubungen - S-Reihe ";"TRV - T - Reducing - Branch - Tee - S-Series "
"3586 ";" 8.37 ";"TRV - Verschraubungen - SC ";"TRV - Couplings - SC ";"T-Reduzier-Verschraubungen
S-Reihe
Andere Sprunggrößen auf Anfrage! ";"Reducing Tee Couplings
S-Series
Other jump sizes on request! ";"TRV-S.png ";"TRV-S-SC.png ";"TRV - T - Reduzier - Verschraubungen - S-Reihe ";"TRV - T - Reducing - Branch - Tee - S-Series "
"3587 ";" 8.38 ";"TRV - Verschraubungsstutzen - OMD ";"TRV - Coupling Bodies - OMD ";"T-Reduzier-Verschraubungsstutzen
S-Reihe
Andere Sprunggrößen auf Anfrage! ";"Reducing Tee Coupling Bodies
S-Series
Other jump sizes on request! ";"TRV-S-OMD.png ";"trv-omd.png ";"TRV - T - Reduzier - Verschraubungen - S-Reihe ";"TRV - T - Reducing - Branch - Tee - S-Series "
"3591 ";" 8.39 ";"KV - Kreuz-Verschraubungen - Standard ";"KV - Equal Crosses - Standard ";"";"";"KV.png ";"KV.png ";"KV - Kreuz - Verschraubungen ";"KV - Equal - Crosses "
"3592 ";" 8.40 ";"KV - Kreuz-Verschraubungen - SC ";"KV - Equal Crosses - SC ";"";"";"KV.png ";"KV-SC.png ";"KV - Kreuz - Verschraubungen ";"KV - Equal - Crosses "
"3593 ";" 8.41 ";"KV - Kreuzverschraubungsstutzen - OMD ";"KV - Equal Cross Bodies - OMD ";"";"";"KV-OMD.png ";"kv-omd.png ";"KV - Kreuz - Verschraubungen ";"KV - Equal - Crosses "
"3594 ";" 8.42 ";"GSV - Verschraubungen - Standard ";"GSV - Couplings - Standard ";"Gerade Schottverschraubungen ";"Straight Bulkhead Connections ";"GSV.png ";"GSV.png ";"GSV - Gerade - Schott - Verschraubungen ";"GSV - Bulkhead - Couplings "
"3595 ";" 8.43 ";"GSV - Verschraubungen - SC ";"GSV - Couplings - SC ";"Gerade Schottverschraubungen ";"Straight Bulkhead Connections ";"GSV-SC.png ";"GSV-SC.png ";"GSV - Gerade - Schott - Verschraubungen ";"GSV - Bulkhead - Couplings "
"3596 ";" 8.44 ";"GSV - Verschraubungsstutzen - OMD ";"GSV - Coupling Bodies - OMD ";"Gerade Schottverschraubungsstutzen ";"Straight Bulkhead Connection Bodies ";"GSV-OMD.png ";"gsv-OMD.png ";"GSV - Gerade - Schott - Verschraubungen ";"GSV - Bulkhead - Couplings "
"3597 ";" 8.45 ";"WSV - Verschraubungen - Standard ";"WSV - Bulkhead Elbows - Standard ";"Winkel-Schottverschraubungen ";"Bulkhead Elbow Couplings ";"WSV.png ";"WSV.png ";"WSV - Winkel - Schott - Verschraubungen ";"WSV - Bulkhead - Elbows "
"3598 ";" 8.46 ";"WSV - Verschraubungen - SC ";"WSV - Bulkhead Elbows - SC ";"Winkel-Schottverschraubungen ";"Bulkhead Elbow Couplings ";"WSV.png ";"WSV-SC.png ";"WSV - Winkel - Schott - Verschraubungen ";"WSV - Bulkhead - Elbows "
"3599 ";" 8.47 ";"WSV - Verschraubungsstutzen - OMD ";"WSV - Bulkhead Elbow Bodies - OMD ";"Winkel-Schottverschraubungsstutzen ";"Bulkhead Elbow Coupling Bodies ";"WSV-OMD.png ";"wsv-OMD.png ";"WSV - Winkel - Schott - Verschraubungen ";"WSV - Bulkhead - Elbows "
"3926 ";" 8.48 ";"Whitworth - Zylindrisch - B - Standard ";"BSP - Parallel - B - Standard ";"Gerade Einschraubverschraubungen
LL- und L-Reihe
Einschraubgewinde: 
Whitworth-Rohrgewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Male Stud Couplings 
LL- and L-Series
Thread: BSP - Parallel
Sealing by Sealing Shoulder Form B ";"GE-LR-G.png ";"GE-LR-G.png ";"GE - Gerade - Einschraub - Verschraubungen - Whitworth - Zylindrisch - B
LL- und L-Reihe ";"GE - Male - Stud - Couplings -  BSP - Parallel - B
LL- and L-Series "
"3600 ";" 8.49 ";"Whitworth - Zylindrisch - B - Standard ";"BSP - Parallel - B - Standard ";"Gerade Einschraubverschraubungen
LL- und L-Reihe
Einschraubgewinde: 
Whitworth-Rohrgewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Male Stud Couplings 
LL- and L-Series
Thread: BSP - Parallel
Sealing by Sealing Shoulder Form B ";"GE-LR-G.png ";"GE-LR-G.png ";"GE - Gerade - Einschraub - Verschraubungen - Whitworth - Zylindrisch - B
LL- und L-Reihe ";"GE - Male - Stud - Couplings -  BSP - Parallel - B
LL- and L-Series "
"3601 ";" 8.50 ";"Whitworth - Zylindrisch - B - SC ";"BSP - Parallel - B - SC ";"Gerade Einschraubverschraubungen
L-Reihe
Einschraubgewinde: 
Whitworth-Rohrgewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Male Stud Couplings 
L-Series
Thread: BSP - Parallel
Sealing by Sealing Shoulder Form B ";"GE-LR-G-SC.png ";"GE-LR-G-SC.png ";"GE - Gerade - Einschraub - Verschraubungen - Whitworth - Zylindrisch - B
LL- und L-Reihe ";"GE - Male - Stud - Couplings -  BSP - Parallel - B
LL- and L-Series "
